Teste 12B - Score de Regime Setorial Recente
Modo sombra; usa somente meses anteriores para classificar o setor de cada mes.

Cenario: baseline_consolidado | Sem ajuste por regime setorial.
2024-05: bucket=queda_leve | acoes=18 | ret_def=-2.28% | IBOV=-3.95% | alfa_def=1.67%
2024-06: bucket=queda_leve | acoes=19 | ret_def=1.44% | IBOV=1.54% | alfa_def=-0.09%
2024-07: bucket=queda_leve | acoes=16 | ret_def=2.24% | IBOV=2.35% | alfa_def=-0.11%
2024-08: bucket=queda_leve | acoes=13 | ret_def=4.26% | IBOV=6.76% | alfa_def=-2.49%
2024-09: bucket=alta | acoes=20 | ret_def=-0.84% | IBOV=-2.34% | alfa_def=1.51%
2024-10: bucket=alta | acoes=23 | ret_def=0.04% | IBOV=-2.10% | alfa_def=2.14%
2024-11: bucket=alta | acoes=21 | ret_def=-0.54% | IBOV=-1.91% | alfa_def=1.37%
2024-12: bucket=queda_leve | acoes=15 | ret_def=-2.78% | IBOV=-3.95% | alfa_def=1.17%
2025-01: bucket=queda_forte | acoes=12 | ret_def=1.65% | IBOV=5.00% | alfa_def=-3.35%
2025-02: bucket=queda_forte | acoes=15 | ret_def=-0.65% | IBOV=-2.52% | alfa_def=1.86%
2025-03: bucket=queda_leve | acoes=14 | ret_def=0.96% | IBOV=5.86% | alfa_def=-4.90%
2025-04: bucket=alta | acoes=18 | ret_def=11.77% | IBOV=2.99% | alfa_def=8.78%
2025-05: bucket=alta | acoes=18 | ret_def=6.32% | IBOV=1.40% | alfa_def=4.92%
2025-06: bucket=alta | acoes=18 | ret_def=1.22% | IBOV=1.51% | alfa_def=-0.29%
2025-07: bucket=alta | acoes=19 | ret_def=-8.77% | IBOV=-4.64% | alfa_def=-4.13%
2025-08: bucket=alta | acoes=19 | ret_def=8.53% | IBOV=6.78% | alfa_def=1.74%
2025-09: bucket=alta | acoes=20 | ret_def=5.04% | IBOV=3.62% | alfa_def=1.42%
2025-10: bucket=alta | acoes=20 | ret_def=3.19% | IBOV=2.76% | alfa_def=0.42%
2025-11: bucket=alta | acoes=20 | ret_def=5.78% | IBOV=5.73% | alfa_def=0.05%
2025-12: bucket=alta | acoes=20 | ret_def=-4.93% | IBOV=1.59% | alfa_def=-6.52%
2026-01: bucket=alta | acoes=20 | ret_def=9.64% | IBOV=12.56% | alfa_def=-2.92%
2026-02: bucket=alta | acoes=23 | ret_def=4.01% | IBOV=4.09% | alfa_def=-0.08%
2026-03: bucket=alta | acoes=18 | ret_def=-3.40% | IBOV=-0.70% | alfa_def=-2.70%
2026-04: bucket=alta | acoes=17 | ret_def=-2.44% | IBOV=-0.08% | alfa_def=-2.36%
2026-05: bucket=alta | acoes=12 | ret_def=-9.94% | IBOV=-7.22% | alfa_def=-2.72%
2026-06: bucket=alta | acoes=13 | ret_def=0.93% | IBOV=-0.34% | alfa_def=1.26%

Resumo acumulado:
  baseline_consolidado: retorno=28.98% | IBOV=31.22% | alfa=-2.24% | delta_vs_baseline=0.00%
  setor_score_leve: retorno=29.29% | IBOV=31.22% | alfa=-1.93% | delta_vs_baseline=0.31%
  setor_score_medio: retorno=29.57% | IBOV=31.22% | alfa=-1.66% | delta_vs_baseline=0.59%
Validacao retorno: maior diferenca peso x retorno = 0.0000000000
