Teste 12D - Score Setorial Gradual Sem Cap Rigido
Modo sombra; usa somente meses anteriores para classificar o setor de cada mes.

Cenario: baseline_consolidado | Sem ajuste por regime setorial.
2024-04: bucket=alta | acoes=19 | ret_def=-3.80% | IBOV=-0.84% | alfa_def=-2.96%
2024-05: bucket=queda_leve | acoes=18 | ret_def=-2.28% | IBOV=-3.95% | alfa_def=1.67%
2024-06: bucket=queda_leve | acoes=19 | ret_def=1.42% | IBOV=1.54% | alfa_def=-0.11%
2024-07: bucket=queda_leve | acoes=16 | ret_def=2.21% | IBOV=2.35% | alfa_def=-0.14%
2024-08: bucket=queda_leve | acoes=13 | ret_def=4.25% | IBOV=6.76% | alfa_def=-2.50%
2024-09: bucket=alta | acoes=20 | ret_def=-0.93% | IBOV=-2.34% | alfa_def=1.41%
2024-10: bucket=alta | acoes=23 | ret_def=-0.02% | IBOV=-2.10% | alfa_def=2.08%
2024-11: bucket=alta | acoes=21 | ret_def=-0.66% | IBOV=-1.91% | alfa_def=1.26%
2024-12: bucket=queda_leve | acoes=15 | ret_def=-2.78% | IBOV=-3.95% | alfa_def=1.18%
2025-01: bucket=queda_forte | acoes=12 | ret_def=1.64% | IBOV=5.00% | alfa_def=-3.36%
2025-02: bucket=queda_forte | acoes=15 | ret_def=-0.64% | IBOV=-2.52% | alfa_def=1.87%
2025-03: bucket=queda_leve | acoes=14 | ret_def=0.95% | IBOV=5.86% | alfa_def=-4.92%
2025-04: bucket=alta | acoes=18 | ret_def=11.75% | IBOV=2.99% | alfa_def=8.76%
2025-05: bucket=alta | acoes=18 | ret_def=6.32% | IBOV=1.40% | alfa_def=4.92%
2025-06: bucket=alta | acoes=18 | ret_def=1.18% | IBOV=1.51% | alfa_def=-0.33%
2025-07: bucket=alta | acoes=19 | ret_def=-8.78% | IBOV=-4.64% | alfa_def=-4.13%
2025-08: bucket=alta | acoes=19 | ret_def=8.50% | IBOV=6.78% | alfa_def=1.71%
2025-09: bucket=alta | acoes=20 | ret_def=5.03% | IBOV=3.62% | alfa_def=1.41%
2025-10: bucket=alta | acoes=20 | ret_def=3.22% | IBOV=2.76% | alfa_def=0.45%
2025-11: bucket=alta | acoes=20 | ret_def=5.70% | IBOV=5.73% | alfa_def=-0.03%
2025-12: bucket=alta | acoes=20 | ret_def=-4.93% | IBOV=1.59% | alfa_def=-6.51%
2026-01: bucket=alta | acoes=20 | ret_def=9.68% | IBOV=12.56% | alfa_def=-2.88%
2026-02: bucket=alta | acoes=23 | ret_def=4.08% | IBOV=4.09% | alfa_def=-0.01%
2026-03: bucket=alta | acoes=18 | ret_def=-3.44% | IBOV=-0.70% | alfa_def=-2.74%
2026-04: bucket=alta | acoes=17 | ret_def=-2.40% | IBOV=-0.08% | alfa_def=-2.32%
2026-05: bucket=alta | acoes=12 | ret_def=-9.95% | IBOV=-7.22% | alfa_def=-2.73%
2026-06: bucket=alta | acoes=13 | ret_def=0.95% | IBOV=-0.34% | alfa_def=1.29%

Cenario: setor_gradual_medio_12d | Penalizacao gradual media: setor ruim + ativo fraco reduz mais o score, sem cortar por quantidade.
2024-01: bucket=alta | acoes=20 | ret_def=-2.91% | IBOV=-3.73% | alfa_def=0.81%
2024-02: bucket=alta | acoes=19 | ret_def=2.57% | IBOV=0.42% | alfa_def=2.16%
2024-03: bucket=alta | acoes=17 | ret_def=3.30% | IBOV=-0.83% | alfa_def=4.14%
2024-04: bucket=alta | acoes=19 | ret_def=-3.81% | IBOV=-0.84% | alfa_def=-2.97%
2024-05: bucket=queda_leve | acoes=18 | ret_def=-2.28% | IBOV=-3.95% | alfa_def=1.67%
2024-06: bucket=queda_leve | acoes=19 | ret_def=1.43% | IBOV=1.54% | alfa_def=-0.11%
2024-07: bucket=queda_leve | acoes=16 | ret_def=2.22% | IBOV=2.35% | alfa_def=-0.13%
2024-08: bucket=queda_leve | acoes=13 | ret_def=4.28% | IBOV=6.76% | alfa_def=-2.47%
2024-09: bucket=alta | acoes=20 | ret_def=-0.87% | IBOV=-2.34% | alfa_def=1.47%
2024-10: bucket=alta | acoes=23 | ret_def=0.03% | IBOV=-2.10% | alfa_def=2.13%
2024-11: bucket=alta | acoes=21 | ret_def=-0.65% | IBOV=-1.91% | alfa_def=1.26%
2024-12: bucket=queda_leve | acoes=15 | ret_def=-2.78% | IBOV=-3.95% | alfa_def=1.18%
2025-01: bucket=queda_forte | acoes=12 | ret_def=1.61% | IBOV=5.00% | alfa_def=-3.39%
2025-02: bucket=queda_forte | acoes=15 | ret_def=-0.61% | IBOV=-2.52% | alfa_def=1.91%
2025-03: bucket=queda_leve | acoes=14 | ret_def=0.96% | IBOV=5.86% | alfa_def=-4.90%
2025-04: bucket=alta | acoes=18 | ret_def=11.76% | IBOV=2.99% | alfa_def=8.77%
2025-05: bucket=alta | acoes=18 | ret_def=6.32% | IBOV=1.40% | alfa_def=4.92%
2025-06: bucket=alta | acoes=18 | ret_def=1.19% | IBOV=1.51% | alfa_def=-0.32%
2025-07: bucket=alta | acoes=19 | ret_def=-8.77% | IBOV=-4.64% | alfa_def=-4.13%
2025-08: bucket=alta | acoes=19 | ret_def=8.54% | IBOV=6.78% | alfa_def=1.76%
2025-09: bucket=alta | acoes=20 | ret_def=5.07% | IBOV=3.62% | alfa_def=1.45%
2025-10: bucket=alta | acoes=20 | ret_def=3.22% | IBOV=2.76% | alfa_def=0.45%
2025-11: bucket=alta | acoes=20 | ret_def=5.70% | IBOV=5.73% | alfa_def=-0.02%
2025-12: bucket=alta | acoes=20 | ret_def=-4.88% | IBOV=1.59% | alfa_def=-6.47%
2026-01: bucket=alta | acoes=20 | ret_def=9.61% | IBOV=12.56% | alfa_def=-2.95%
2026-02: bucket=alta | acoes=23 | ret_def=4.01% | IBOV=4.09% | alfa_def=-0.09%
2026-03: bucket=alta | acoes=18 | ret_def=-3.35% | IBOV=-0.70% | alfa_def=-2.65%
2026-04: bucket=alta | acoes=17 | ret_def=-2.49% | IBOV=-0.08% | alfa_def=-2.41%
2026-05: bucket=alta | acoes=12 | ret_def=-10.00% | IBOV=-7.22% | alfa_def=-2.78%
2026-06: bucket=alta | acoes=13 | ret_def=0.92% | IBOV=-0.34% | alfa_def=1.25%

Resumo acumulado:
  baseline_consolidado: retorno=28.98% | IBOV=31.22% | alfa=-2.24% | delta_vs_baseline=0.00%
  setor_score_medio_12b: retorno=29.57% | IBOV=31.22% | alfa=-1.66% | delta_vs_baseline=0.59%
  setor_gradual_suave_12d: retorno=29.26% | IBOV=31.22% | alfa=-1.96% | delta_vs_baseline=0.28%
  setor_gradual_medio_12d: retorno=29.34% | IBOV=31.22% | alfa=-1.88% | delta_vs_baseline=0.36%
Validacao retorno: maior diferenca peso x retorno = 0.0000000000
