Price,Adj Close,Close,High,Low,Open,Volume
Ticker,VIVT3.SA,VIVT3.SA,VIVT3.SA,VIVT3.SA,VIVT3.SA,VIVT3.SA
Date,,,,,,
2021-06-28,15.596403121948242,21.549999237060547,21.600000381469727,21.360000610351562,21.5,6399000
2021-06-29,15.350337982177734,21.209999084472656,21.454999923706055,20.90999984741211,21.450000762939453,5107200
2021-06-30,15.19835376739502,21.0,21.415000915527344,21.0,21.200000762939453,5731400
2021-07-01,15.196130752563477,20.809999465942383,20.920000076293945,20.635000228881836,20.885000228881836,3886800
2021-07-02,15.32026481628418,20.979999542236328,21.104999542236328,20.799999237060547,20.959999084472656,2708000
2021-07-05,15.371382713317871,21.049999237060547,21.309999465942383,20.905000686645508,21.0049991607666,3029200
2021-07-06,15.32026481628418,20.979999542236328,21.1299991607666,20.84000015258789,21.0049991607666,4072000
2021-07-07,15.521081924438477,21.2549991607666,21.344999313354492,20.8799991607666,21.084999084472656,4353200
2021-07-08,15.207077980041504,20.825000762939453,21.280000686645508,20.674999237060547,21.1299991607666,6171800
2021-07-12,15.469972610473633,21.184999465942383,21.184999465942383,20.764999389648438,20.84000015258789,4527400
2021-07-13,15.261849403381348,20.899999618530273,21.184999465942383,20.700000762939453,21.084999084472656,5926000
2021-07-14,15.232636451721191,20.860000610351562,21.125,20.655000686645508,21.0049991607666,6548600
2021-07-15,15.061042785644531,20.625,20.959999084472656,20.625,20.844999313354492,4354200
2021-07-16,15.046427726745605,20.604999542236328,20.8799991607666,20.604999542236328,20.725000381469727,4616800
2021-07-19,15.061042785644531,20.625,20.684999465942383,20.450000762939453,20.575000762939453,4435800
2021-07-20,15.02817440032959,20.579999923706055,20.899999618530273,20.485000610351562,20.610000610351562,3950200
2021-07-21,15.035472869873047,20.59000015258789,20.725000381469727,20.459999084472656,20.579999923706055,3171800
2021-07-22,15.042777061462402,20.600000381469727,20.725000381469727,20.559999465942383,20.56999969482422,2211600
2021-07-23,14.9588041305542,20.485000610351562,20.68000030517578,20.424999237060547,20.645000457763672,2791800
2021-07-26,14.936897277832031,20.454999923706055,20.520000457763672,20.170000076293945,20.514999389648438,4177800
2021-07-27,14.89307975769043,20.395000457763672,20.674999237060547,20.295000076293945,20.475000381469727,4541200
2021-07-28,15.130409240722656,20.719999313354492,20.81999969482422,20.3700008392334,20.520000457763672,4102400
2021-07-29,14.98801326751709,20.524999618530273,20.735000610351562,20.385000228881836,20.719999313354492,4214200
2021-07-30,15.046427726745605,20.604999542236328,20.93000030517578,20.46500015258789,20.475000381469727,7316000
2021-08-02,15.137709617614746,20.729999542236328,21.114999771118164,20.709999084472656,20.71500015258789,4293200
2021-08-03,15.31296157836914,20.969999313354492,20.9950008392334,20.674999237060547,20.954999923706055,3595600
2021-08-04,15.188827514648438,20.799999237060547,21.079999923706055,20.700000762939453,20.815000534057617,5962000
2021-08-05,15.090243339538574,20.665000915527344,21.065000534057617,20.65999984741211,20.9950008392334,3685400
2021-08-06,15.2837553024292,20.93000030517578,21.084999084472656,20.68000030517578,20.739999771118164,3981000
2021-08-09,15.382344245910645,21.065000534057617,21.170000076293945,20.94499969482422,20.94499969482422,2913000
2021-08-10,14.969755172729492,20.5,21.09000015258789,20.5,21.014999389648438,8428000
2021-08-11,15.188827514648438,20.799999237060547,20.959999084472656,20.405000686645508,20.594999313354492,4101800
2021-08-12,15.17421817779541,20.780000686645508,20.950000762939453,20.655000686645508,20.68000030517578,3424400
2021-08-13,15.371382713317871,21.049999237060547,21.09000015258789,20.579999923706055,20.700000762939453,4187400
2021-08-16,15.51742935180664,21.25,21.350000381469727,20.825000762939453,21.049999237060547,7636800
2021-08-17,15.76571273803711,21.59000015258789,21.600000381469727,21.045000076293945,21.354999542236328,8489000
2021-08-18,15.776660919189453,21.604999542236328,22.045000076293945,21.360000610351562,21.56999969482422,9350800
2021-08-19,15.762057304382324,21.584999084472656,21.8700008392334,21.21500015258789,21.405000686645508,6086000
2021-08-20,16.13447380065918,22.094999313354492,22.145000457763672,21.389999389648438,21.4950008392334,4781000
2021-08-23,16.013986587524414,21.93000030517578,22.09000015258789,21.735000610351562,22.084999084472656,3809600
2021-08-24,15.89715576171875,21.770000457763672,22.049999237060547,21.729999542236328,22.03499984741211,3812400
2021-08-25,15.838733673095703,21.690000534057617,21.809999465942383,21.559999465942383,21.770000457763672,3968800
2021-08-26,15.751102447509766,21.56999969482422,21.75,21.399999618530273,21.684999465942383,5763200
2021-08-27,15.776660919189453,21.604999542236328,21.795000076293945,21.475000381469727,21.565000534057617,3529400
2021-08-30,15.835079193115234,21.684999465942383,21.690000534057617,21.440000534057617,21.549999237060547,3221600
2021-08-31,15.966525077819824,21.864999771118164,21.864999771118164,21.489999771118164,21.704999923706055,7071800
2021-09-01,15.780314445495605,21.610000610351562,22.024999618530273,21.610000610351562,21.854999542236328,6965800
2021-09-02,15.491876602172852,21.21500015258789,21.524999618530273,21.21500015258789,21.520000457763672,4649600
2021-09-03,15.367735862731934,21.045000076293945,21.329999923706055,21.0,21.329999923706055,6333800
2021-09-06,15.491876602172852,21.21500015258789,21.575000762939453,21.030000686645508,21.049999237060547,3337400
2021-09-08,14.9989652633667,20.540000915527344,21.209999084472656,20.540000915527344,21.18000030517578,5803400
2021-09-09,15.418851852416992,21.114999771118164,21.479999542236328,20.559999465942383,20.604999542236328,6510200
2021-09-10,15.415199279785156,21.110000610351562,21.475000381469727,20.735000610351562,21.184999465942383,7516400
2021-09-13,15.499177932739258,21.225000381469727,21.5,21.084999084472656,21.260000228881836,2960600
2021-09-14,15.623311996459961,21.395000457763672,21.639999389648438,21.229999542236328,21.229999542236328,4470600
2021-09-15,15.123106956481934,20.709999084472656,21.44499969482422,20.69499969482422,21.399999618530273,6742400
2021-09-16,15.155961990356445,20.7549991607666,20.825000762939453,20.389999389648438,20.545000076293945,6927800
2021-09-17,15.375041007995605,21.05500030517578,21.05500030517578,20.56999969482422,20.795000076293945,9282200
2021-09-20,15.276453971862793,20.920000076293945,21.049999237060547,20.6200008392334,21.040000915527344,5260000
2021-09-21,15.418851852416992,21.114999771118164,21.40999984741211,20.75,20.899999618530273,6106400
2021-09-22,15.882543563842773,21.75,21.895000457763672,21.014999389648438,21.149999618530273,5748600
2021-09-23,16.01033592224121,21.924999237060547,21.924999237060547,21.614999771118164,21.75,3565000
2021-09-24,15.747455596923828,21.565000534057617,21.84000015258789,21.53499984741211,21.729999542236328,3341400
2021-09-27,15.751102447509766,21.56999969482422,21.729999542236328,21.31999969482422,21.479999542236328,5308000
2021-09-28,15.389639854431152,21.075000762939453,21.485000610351562,20.9950008392334,21.415000915527344,4385600
2021-09-29,15.4845609664917,21.204999923706055,21.260000228881836,21.010000228881836,21.204999923706055,3536600
2021-09-30,15.652521133422852,21.434999465942383,21.434999465942383,21.014999389648438,21.040000915527344,6917800
2021-10-01,15.776704788208008,21.424999237060547,21.469999313354492,20.989999771118164,21.204999923706055,5955400
2021-10-04,15.655206680297852,21.260000228881836,21.559999465942383,21.1299991607666,21.375,4941800
2021-10-05,15.887163162231445,21.575000762939453,21.7450008392334,21.139999389648438,21.44499969482422,5213200
2021-10-06,15.76565933227539,21.40999984741211,21.690000534057617,21.239999771118164,21.55500030517578,3416400
2021-10-07,15.90556812286377,21.600000381469727,21.81999969482422,21.309999465942383,21.489999771118164,5624800
2021-10-08,16.568300247192383,22.5,22.610000610351562,21.639999389648438,21.709999084472656,7880000
2021-10-11,16.675073623657227,22.645000457763672,22.809999465942383,22.354999542236328,22.434999465942383,4869800
2021-10-13,16.93648338317871,23.0,23.1200008392334,22.600000381469727,22.600000381469727,6345400
2021-10-14,16.86284828186035,22.899999618530273,23.045000076293945,22.71500015258789,22.950000762939453,2646200
