Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^BVSP,^BVSP,^BVSP,^BVSP,^BVSP,^BVSP
Date,,,,,,
2021-08-02,122516.0,122516.0,124536.0,121797.0,121803.0,8565400
2021-08-03,123577.0,123577.0,123765.0,120807.0,122516.0,9391300
2021-08-04,121801.0,121801.0,123587.0,121072.0,123577.0,9164200
2021-08-05,121633.0,121633.0,123541.0,121128.0,121801.0,10913000
2021-08-06,122810.0,122810.0,123287.0,121568.0,121633.0,7499200
2021-08-09,123019.0,123019.0,123597.0,122258.0,122809.0,7171500
2021-08-10,122202.0,122202.0,123513.0,122061.0,123021.0,8297600
2021-08-11,122056.0,122056.0,122756.0,120827.0,122203.0,8685200
2021-08-12,120701.0,120701.0,122095.0,120534.0,122056.0,11066000
2021-08-13,121194.0,121194.0,121275.0,120045.0,120701.0,10642200
2021-08-16,119180.0,119180.0,121191.0,118684.0,121191.0,9741700
2021-08-17,117904.0,117904.0,119179.0,116248.0,119179.0,11218200
2021-08-18,116643.0,116643.0,118739.0,116489.0,117904.0,11745800
2021-08-19,117165.0,117165.0,117453.0,114801.0,116641.0,10525900
2021-08-20,118053.0,118053.0,118308.0,116040.0,117163.0,8929300
2021-08-23,117472.0,117472.0,118445.0,117062.0,118053.0,7853000
2021-08-24,120211.0,120211.0,120463.0,117474.0,117474.0,9181000
2021-08-25,120818.0,120818.0,120818.0,119226.0,120210.0,7520100
2021-08-26,118724.0,118724.0,120833.0,118719.0,120817.0,8426900
2021-08-27,120678.0,120678.0,120678.0,118721.0,118725.0,7323600
2021-08-30,119740.0,119740.0,120684.0,119354.0,120677.0,6391900
2021-08-31,118781.0,118781.0,120157.0,117911.0,119738.0,11535600
2021-09-01,119396.0,119396.0,119942.0,118067.0,118793.0,9523000
2021-09-02,116677.0,116677.0,119397.0,116534.0,119394.0,9862800
2021-09-03,116933.0,116933.0,117396.0,115583.0,116679.0,12517500
2021-09-06,117869.0,117869.0,117981.0,116156.0,116926.0,5111300
2021-09-08,113413.0,113413.0,117866.0,113172.0,117866.0,12254400
2021-09-09,115361.0,115361.0,116354.0,112435.0,113413.0,13890600
2021-09-10,114286.0,114286.0,116896.0,114286.0,115370.0,11155700
2021-09-13,116404.0,116404.0,117046.0,114300.0,114300.0,9253400
2021-09-14,116181.0,116181.0,117270.0,115809.0,116405.0,9034100
2021-09-15,115063.0,115063.0,116312.0,114741.0,116191.0,9456800
2021-09-16,113794.0,113794.0,115062.0,113395.0,115062.0,10685500
2021-09-17,111439.0,111439.0,113794.0,111157.0,113794.0,14827600
2021-09-20,108844.0,108844.0,111435.0,107520.0,111435.0,11500200
2021-09-21,110250.0,110250.0,110923.0,108859.0,108859.0,11247700
2021-09-22,112282.0,112282.0,113321.0,110251.0,110252.0,12158600
2021-09-23,114064.0,114064.0,114330.0,112281.0,112282.0,11476300
2021-09-24,113283.0,113283.0,114062.0,112505.0,114062.0,9121200
2021-09-27,113583.0,113583.0,114432.0,112360.0,113283.0,10739700
2021-09-28,110124.0,110124.0,113584.0,109981.0,113584.0,13190800
2021-09-29,111107.0,111107.0,112028.0,110125.0,110125.0,11372600
2021-09-30,110979.0,110979.0,112371.0,110743.0,111117.0,13160600
2021-10-01,112900.0,112900.0,113020.0,110980.0,110980.0,10779100
2021-10-04,110393.0,110393.0,112900.0,109979.0,112900.0,11814200
2021-10-05,110458.0,110458.0,111691.0,110087.0,110397.0,10379000
2021-10-06,110560.0,110560.0,110614.0,108180.0,110454.0,13279200
2021-10-07,110585.0,110585.0,111522.0,110563.0,110563.0,10646000
2021-10-08,112833.0,112833.0,114172.0,110586.0,110586.0,12871400
2021-10-11,112180.0,112180.0,113982.0,112052.0,112834.0,10283700
2021-10-13,113456.0,113456.0,114159.0,111807.0,112180.0,11732700
2021-10-14,113185.0,113185.0,113881.0,112708.0,113457.0,8956200
2021-10-15,114648.0,114648.0,114776.0,113049.0,113189.0,11174900
2021-10-18,114428.0,114428.0,114927.0,112841.0,114647.0,11201300
2021-10-19,110673.0,110673.0,114422.0,109947.0,114422.0,14129200
2021-10-20,110786.0,110786.0,112023.0,110176.0,110677.0,11735800
2021-10-21,107735.0,107735.0,110767.0,105714.0,110767.0,16507700
2021-10-22,106296.0,106296.0,107749.0,102854.0,107714.0,21165700
2021-10-25,108715.0,108715.0,109372.0,106296.0,106298.0,11512100
2021-10-26,106420.0,106420.0,108713.0,106321.0,108713.0,10762200
2021-10-27,106363.0,106363.0,108224.0,106045.0,106433.0,10831300
2021-10-28,105705.0,105705.0,107210.0,105282.0,106369.0,11502900
2021-10-29,103501.0,103501.0,105954.0,103430.0,105707.0,12595800
2021-11-01,105551.0,105551.0,106136.0,103514.0,103514.0,10734800
2021-11-03,105617.0,105617.0,106754.0,104205.0,105547.0,14696900
2021-11-04,103412.0,103412.0,105627.0,102835.0,105617.0,12084000
2021-11-05,104824.0,104824.0,105555.0,103412.0,103412.0,12595000
2021-11-08,104781.0,104781.0,105679.0,104182.0,104824.0,9358000
2021-11-09,105535.0,105535.0,106674.0,104783.0,104783.0,11021200
2021-11-10,105968.0,105968.0,107407.0,105140.0,105535.0,12277400
2021-11-11,107725.0,107725.0,108669.0,105988.0,105988.0,12661400
2021-11-12,106312.0,106312.0,107915.0,105842.0,107576.0,13248100
2021-11-16,104508.0,104508.0,106971.0,104113.0,106336.0,11579400
2021-11-17,102945.0,102945.0,105535.0,102551.0,104405.0,12832200
